origin_port_id
b7592405-672f-4ad4-a634-eac0baa2397f
0e519889-6fd8-4bf0-a0c2-d76e7ec41562
d0653a32-2f6a-4e76-8d43-7ff8469be029
f165e052-2547-4ea1-ae46-d64607794371
5b2b01b2-b046-4f41-bb77-b598ee29e810
11058a95-ee20-45c7-a63f-217ab6ce26b8
157403ed-d849-4062-89c8-267851978093
c2d6fb91-2875-4d73-b12b-dd1b78fdfe8a
72dd9d46-2d60-4c41-98c7-0d3431be73e9
aa48fa47-b3f6-4473-a01d-8f058583e80d
13f3f67a-f5f1-473f-aee7-4d8d1753299e
4ddc0825-48c0-4e34-a039-5306da8bb411
e4429245-5d52-4998-bd03-1451fe740c40
c3bf16df-f31e-4657-b793-eef01dcfa309
b0a48e84-48d5-438b-841a-e800fb68e439
7eed7110-019c-491f-bde5-75ba8c831c2d
7615095a-24ea-4086-afbf-1290d727f4c6
4e9b09be-bd74-49f1-b84a-737b094b0b6b
18dd756e-cf27-4c8e-915e-9637cafd059f
191d1e43-ab03-4ecf-bdde-629d471fdc71
cf4c9de7-b47f-4b6e-a646-cd518252c48b
5eb804fc-dead-4438-95a5-2cfe6945593c
ff7dd513-986c-48f6-9af2-4d868dce5327
53c1b33d-5098-4b39-a0d5-32f752504536
9133017b-a736-446a-8886-ea9caf351950
e1f945f5-bcb7-4c5f-8e51-61f23bef7ca1
14c6c3f8-42f3-47b4-9387-84d66413644e
3cf619e8-eea4-464d-a5ae-ac8c2f495a71
67c2d69c-120f-4741-beed-b882096fde98
ed5a35df-fbcd-4a73-a179-dd23a136515c
49347982-37ed-43b9-8097-3c5b04a58362
9ab00798-5787-48d3-a324-8919182cdcd8
acdc2621-d37f-4f25-9637-9d364ad9fda2
f2d0d4fb-2774-4b94-a1ad-93d3a52ef85a
ef7ac7f2-f584-4ee1-94fe-f4c332f09e64
041c970f-975b-4e52-929c-1cc48006de21
84269a22-4a1c-48f6-a0a2-a723bdb109dd
c8fe2b2b-9d79-435e-8888-3bf58bc2de42
f7f41996-1454-46cb-86a8-c4e950e96506
e0200d4b-c230-40ee-8008-78bb7702dc40
6eb66c1b-9348-4fb9-a9e7-37c5d153272e
8d8141ff-a95d-496d-8cf9-9ac782607aba
6c1c4c45-c587-496a-8a62-b46ff0277ae5
efa422ed-b2f8-40f4-8325-2b6e4f457d37
de59913e-2f3b-4818-9158-00797532adf2
333eec0c-f7b7-4611-b7e7-617030547f02
0a2ba204-4c4d-4c48-9c84-cd07aca41d01
577534c5-9942-4d94-ac71-cee5bc39f2c0
6742efde-edf4-4c7a-a6a1-a7f689890ef3
c18bc3c2-9eb0-4be8-bb86-18afed8fe3e1
63d0f03b-53c2-4dfb-bc02-f0a46f04ca9c
